,name,company,year,Price,kms_driven,fuel_type
1813,Suzuki Ertiga,Maruti,2022,903105,66040,LPG
1814,Spark 1.0,Chevrolet,2020,1249878,35264,LPG
1815,Verna 1.6,Hyundai,2009,797185,66163,Diesel
1816,Indica V2,Tata,2017,896417,44850,Diesel
1817,EcoSport Titanium,Ford,2004,715162,99803,CNG
1818,GLA Class 200,Mercedes,2004,440855,141800,CNG
1819,Ameo 1.5,Volkswagen,2012,1520569,130097,Diesel
1820,XUV500 W8,Mahindra,2007,482956,114696,LPG
1821,Etios Liva,Toyota,2010,1295618,84134,Diesel
1822,Jetta 2.0,Volkswagen,2003,350712,17745,CNG
1824,3 Series 320d,BMW,2000,33624,148017,CNG
1825,GLA Class 200,Mercedes,2017,950042,7522,CNG
1826,A6 2.0 TDI,Audi,2006,1125412,71289,LPG
1827,Harrier XZ,Tata,2021,389578,89088,CNG
1828,Lodgy 85 PS,Renault,2007,77513,99229,Petrol
1829,Suzuki Baleno,Maruti,2000,520085,53515,Diesel
1830,Etios Liva,Toyota,2019,2101670,149269,Petrol
1831,Superb L&K,Skoda,2019,1517039,61063,Petrol
1832,X1 sDrive,BMW,2014,685041,20281,Petrol
1833,Q3 2.0 TDI,Audi,2022,2040745,79373,Diesel
1834,Suzuki Vitara Brezza,Maruti,2021,1586534,66118,CNG
1835,Bolero Power,Mahindra,2004,207149,115426,LPG
1836,Ikon 1.3,Ford,2008,1014964,120859,CNG
1837,A4 2.0 TDI,Audi,2022,1976512,146477,Petrol
1838,Endeavour 3.2,Ford,2021,718650,103332,Diesel
1839,Amaze SX,Honda,2013,1244602,8692,CNG
1840,Grand i10,Hyundai,2008,76762,135752,Petrol
1841,E Class E220,Mercedes,2008,165233,81601,Petrol
1842,Suzuki Swift,Maruti,2018,804256,2159,CNG
1843,Elantra,Hyundai,2023,1762468,31404,CNG
1844,Suzuki Wagon R,Maruti,2019,1291458,50359,Diesel
1845,CR-V 2.4,Honda,2002,893140,106274,CNG
1846,X1 sDrive,BMW,2002,465431,139134,CNG
1847,Corolla Altis,Toyota,2001,148004,25166,CNG
1848,Scorpio S10,Mahindra,2019,2118317,126747,Diesel
1849,Nano GenX,Tata,2001,350239,81511,LPG
1850,Yeti Plus,Skoda,2001,532880,67268,Petrol
1852,GLA Class 200,Mercedes,2009,723033,3578,Diesel
1853,GLA Class 200,Mercedes,2009,195471,34436,CNG
1854,GLA Class 200,Mercedes,2011,88091,91847,LPG
1855,Suzuki Baleno,Maruti,2009,348804,41055,LPG
1856,Sail 1.2,Chevrolet,2008,648816,66498,LPG
1857,Beat LS,Chevrolet,2000,600417,111659,CNG
1858,City VX,Honda,2018,1349388,8806,CNG
1859,Suzuki Vitara Brezza,Maruti,2005,541508,62211,Diesel
1860,Rapid 1.6,Skoda,2018,1844973,32815,LPG
1862,Fabia 1.2L,Skoda,2015,1165309,16186,Petrol
1863,EcoSport Titanium,Ford,2011,184337,94976,LPG
1864,Terrano XL,Nissan,2016,487734,134444,Petrol
1865,Spark 1.0,Chevrolet,2022,2279037,8711,LPG
1866,X1 sDrive,BMW,2011,349655,131199,Diesel
1867,Civic 1.8V,Honda,2021,1594705,144384,Petrol
1868,Fabia 1.2L,Skoda,2001,145686,142957,LPG
1870,Beat LS,Chevrolet,2016,1394424,18917,CNG
1871,Suzuki Wagon R,Maruti,2006,839752,38784,LPG
1872,Micra XL,Nissan,2020,1775733,28185,LPG
1873,Terrano XL,Nissan,2013,1161415,141364,Diesel
1874,Fortuner 3.0,Toyota,2014,463655,28565,CNG
1875,S Class S350,Mercedes,2014,1403471,129220,Diesel
1876,Beat LS,Chevrolet,2006,90027,32018,Petrol
1877,Scorpio S10,Mahindra,2003,650597,64680,LPG
1878,Creta 1.6,Hyundai,2017,1680762,45838,Diesel
1879,5 Series 520d,BMW,2011,968146,97515,CNG
1880,3 Series 320d,BMW,2014,1213588,113978,Diesel
1881,Suzuki Alto 800,Maruti,2020,1199860,140531,Petrol
1882,Suzuki Swift,Maruti,2005,936838,1283,Diesel
1883,Thar CRDe,Mahindra,2000,53315,36841,Petrol
1884,E Class E220,Mercedes,2004,409215,71172,Diesel
1885,EcoSport Titanium,Ford,2010,442541,903,Diesel
1886,Indica V2,Tata,2019,152857,149795,CNG
1887,Civic 1.8V,Honda,2021,1989337,76045,Petrol
1888,Ameo 1.5,Volkswagen,2021,900369,68686,LPG
1889,Ameo 1.5,Volkswagen,2018,1005091,1024,CNG
1890,E Class E220,Mercedes,2007,1170644,135179,Petrol
1891,X1 sDrive,BMW,2020,1574822,42747,Diesel
1892,Duster 110 PS,Renault,2004,857837,15136,Petrol
1893,Q3 2.0 TDI,Audi,2010,624201,137911,Diesel
1894,Suzuki Baleno,Maruti,2022,1939733,76683,LPG
1895,5 Series 520d,BMW,2021,457860,93994,Petrol
1896,Jeep CL550,Mahindra,2014,833713,102080,Petrol
1897,X1 sDrive,BMW,2008,1221241,94665,Diesel
1898,City VX,Honda,2006,798627,28689,CNG
1899,Endeavour 3.2,Ford,2013,863281,147976,CNG
1901,Superb L&K,Skoda,2023,1356121,62524,Petrol
1902,Creta 1.6,Hyundai,2008,627036,6854,Diesel
1904,Suzuki Wagon R,Maruti,2019,996552,144273,CNG
1905,Captur RXL,Renault,2006,1025945,122610,Petrol
1906,Scorpio S10,Mahindra,2022,557951,118675,Petrol
1907,Lodgy 85 PS,Renault,2021,1586341,23547,Petrol
1908,Suzuki Ertiga,Maruti,2020,1890998,119743,LPG
1910,Scorpio S10,Mahindra,2013,1238351,70353,LPG
1911,Kwid RXT,Renault,2015,1448302,21171,Petrol
1913,XUV500 W8,Mahindra,2023,1678042,3402,Diesel
1914,Amaze SX,Honda,2004,82363,136636,LPG
1915,i20 Asta,Hyundai,2000,610556,93180,Diesel
1916,Harrier XZ,Tata,2008,488135,73950,LPG
1917,Suzuki Swift,Maruti,2007,371320,86988,CNG
1918,Spark 1.0,Chevrolet,2008,1203608,4848,Petrol
1919,Creta 1.6,Hyundai,2005,1007263,91232,LPG
1920,Suzuki Ertiga,Maruti,2019,1103698,19519,LPG
1921,Q3 2.0 TDI,Audi,2011,183396,85530,Petrol
1922,Kicks XL,Nissan,2009,386918,16676,CNG
1923,Fabia 1.2L,Skoda,2001,432023,91111,LPG
1924,Bolero Power,Mahindra,2003,253675,73911,LPG
1926,Figo Aspire,Ford,2006,267863,37732,CNG
1927,3 Series 320d,BMW,2014,1465265,141117,LPG
1928,Ameo 1.5,Volkswagen,2006,668755,12657,Petrol
1929,Corolla Altis,Toyota,2009,1060296,25159,Diesel
1930,Captur RXL,Renault,2007,704420,149234,Diesel
1931,Indica V2,Tata,2017,1181414,129404,LPG
1932,Santro Xing,Hyundai,2008,979626,49917,CNG
1933,KUV100,Mahindra,2018,101343,77470,CNG
1934,E Class E220,Mercedes,2020,815011,9321,CNG
1935,X5 xDrive,BMW,2009,718558,13245,LPG
1936,Q3 2.0 TDI,Audi,2008,718412,98933,Diesel
1937,Cruze VCDi,Chevrolet,2014,1157411,109488,Petrol
1938,GLA Class 200,Mercedes,2006,121804,41265,CNG
1939,5 Series 520d,BMW,2001,767511,143807,Petrol
1940,Civic 1.8V,Honda,2021,2252013,2276,Petrol
1941,Fiesta EXI,Ford,2017,797653,17371,Diesel
1942,Fortuner 3.0,Toyota,2003,381428,99799,Petrol
1943,Captur RXL,Renault,2000,220946,145241,Petrol
1944,Terrano XL,Nissan,2017,339247,136629,Diesel
1945,Figo Aspire,Ford,2016,1494019,107884,Petrol
1946,Grand i10,Hyundai,2019,1753674,29988,LPG
1947,Ikon 1.3,Ford,2001,320771,88125,Petrol
1948,X5 xDrive,BMW,2014,781649,28904,Petrol
1949,Octavia Classic,Skoda,2006,968418,141636,Diesel
1950,Thar CRDe,Mahindra,2005,741759,41614,LPG
1951,Q3 2.0 TDI,Audi,2000,190673,54606,LPG
1952,Jazz V,Honda,2015,673710,61823,LPG
1953,Fabia 1.2L,Skoda,2020,1020237,128788,Petrol
1954,3 Series 320d,BMW,2007,873199,148584,Diesel
1955,5 Series 520d,BMW,2011,819124,42490,Petrol
1956,City VX,Honda,2021,2276507,20389,CNG
1957,Kicks XL,Nissan,2004,447387,35339,Diesel
1958,Harrier XZ,Tata,2018,1845960,50723,Petrol
1959,Amaze SX,Honda,2012,264265,87276,CNG
1960,Yeti Plus,Skoda,2023,1740580,77258,LPG
1961,Figo Aspire,Ford,2007,914449,62858,CNG
1962,Q7 3.0 TDI,Audi,2000,428764,112965,Diesel
1963,Endeavour 3.2,Ford,2004,1015920,74055,LPG
1964,Thar CRDe,Mahindra,2011,940629,130629,Petrol
1965,Grand i10,Hyundai,2016,594583,107502,LPG
1966,Creta 1.6,Hyundai,2020,1716205,18543,LPG
1967,E Class E220,Mercedes,2012,973469,61846,Petrol
1968,E Class E220,Mercedes,2003,564329,18397,Petrol
1969,Thar CRDe,Mahindra,2023,1698424,27870,Petrol
1970,E Class E220,Mercedes,2015,1842294,23939,CNG
1971,5 Series 520d,BMW,2021,1050720,48432,Petrol
1972,Suzuki Vitara Brezza,Maruti,2019,988314,32211,LPG
1973,Cruze VCDi,Chevrolet,2013,959428,21734,Diesel
1974,Superb L&K,Skoda,2004,111713,17167,Diesel
1975,Vento 1.5,Volkswagen,2022,168471,57625,Petrol
1976,Harrier XZ,Tata,2019,321021,123130,Petrol
1977,Polo Highline,Volkswagen,2014,188463,71727,Diesel
1978,GLA Class 200,Mercedes,2014,1346203,2653,Diesel
1979,Nexon XZ,Tata,2005,711093,8156,CNG
1980,Q3 2.0 TDI,Audi,2002,126444,58043,CNG
1981,Fabia 1.2L,Skoda,2000,585792,110850,CNG
1982,Scorpio S10,Mahindra,2012,203215,111120,Petrol
1983,Captur RXL,Renault,2021,1301961,42969,LPG
1984,Cruze VCDi,Chevrolet,2009,1014939,43556,LPG
1985,Creta 1.6,Hyundai,2009,996469,68580,LPG
1986,XUV500 W8,Mahindra,2008,1205290,134857,CNG
1988,Etios Liva,Toyota,2019,430151,28619,Petrol
1989,A6 2.0 TDI,Audi,2002,719800,139929,CNG
1990,Thar CRDe,Mahindra,2001,97685,99144,LPG
1991,Duster 110 PS,Renault,2003,763318,53615,LPG
1992,Bolero Power,Mahindra,2005,140002,61863,Diesel
1993,5 Series 520d,BMW,2012,655028,50098,Petrol
1994,Suzuki Wagon R,Maruti,2004,697009,25989,CNG
1995,Tiago Revotorq,Tata,2018,690950,141454,LPG
1996,Rapid 1.6,Skoda,2016,598732,45446,Diesel
1997,Scorpio S10,Mahindra,2014,1540508,141227,Diesel
1999,Kwid RXT,Renault,2003,385319,68633,Diesel
2000,Sunny XV,Nissan,2007,871841,122697,Diesel
2001,Amaze SX,Honda,2004,697361,6594,Petrol
2002,A3 35 TFSI,Audi,2003,499149,124814,CNG
2003,Suzuki Wagon R,Maruti,2021,635176,71280,CNG
2004,Captur RXL,Renault,2011,838729,3077,Petrol
2005,GLA Class 200,Mercedes,2009,165901,121082,Diesel
2006,Captur RXL,Renault,2019,118506,32426,CNG
2007,Sail 1.2,Chevrolet,2016,198286,57448,Petrol
2008,Q7 3.0 TDI,Audi,2015,1777487,52606,Diesel
2009,Octavia Classic,Skoda,2000,657790,27669,Petrol
2010,Innova 2.5 V,Toyota,2011,516234,82698,Diesel
2011,Ameo 1.5,Volkswagen,2020,847576,27316,CNG
2012,Ameo 1.5,Volkswagen,2019,1439473,92843,Petrol
2013,E Class E220,Mercedes,2012,1501657,42943,CNG
2014,5 Series 520d,BMW,2011,1278146,135363,CNG
2015,5 Series 520d,BMW,2005,957396,9385,LPG
2016,Duster 110 PS,Renault,2012,1194658,111890,CNG
2017,Verna 1.6,Hyundai,2017,193011,141377,Petrol
2018,Tiago Revotorq,Tata,2023,2276938,12514,CNG
2019,Endeavour 3.2,Ford,2022,1094399,5452,Diesel
2020,Sunny XV,Nissan,2020,1483781,83584,Diesel
2021,Ikon 1.3,Ford,2003,448895,67372,CNG
2022,Spark 1.0,Chevrolet,2017,1930246,90540,Petrol
2023,A6 2.0 TDI,Audi,2014,243896,134155,CNG
2024,Terrano XL,Nissan,2009,738675,45209,LPG
2025,X1 sDrive,BMW,2003,564907,115971,LPG
2026,Sunny XV,Nissan,2007,219872,125471,Diesel
2027,XUV500 W8,Mahindra,2011,1210633,132932,CNG
2028,Sail 1.2,Chevrolet,2021,2102990,13617,CNG
2029,Cruze VCDi,Chevrolet,2020,959224,9982,CNG
2030,Elantra,Hyundai,2000,664615,12142,CNG
2031,S Class S350,Mercedes,2004,170751,23200,Diesel
2032,Octavia Classic,Skoda,2021,824290,32110,CNG
2033,Creta 1.6,Hyundai,2021,686364,25815,Petrol
2034,Sunny XV,Nissan,2007,256423,123726,CNG
2036,Rapid 1.6,Skoda,2009,109019,32076,LPG
2037,Superb L&K,Skoda,2007,1020187,16363,LPG
2038,Harrier XZ,Tata,2013,1649945,63327,Petrol
2039,Ameo 1.5,Volkswagen,2004,303464,16599,Petrol
2040,Suzuki Vitara Brezza,Maruti,2022,2206365,92372,LPG
2041,Kicks XL,Nissan,2007,58226,29277,Diesel
2042,X5 xDrive,BMW,2004,526279,49552,Petrol
2043,Suzuki Ertiga,Maruti,2001,821950,112359,Diesel
2044,Vento 1.5,Volkswagen,2021,1111578,120678,LPG
2045,Harrier XZ,Tata,2019,1188003,139121,Diesel
2046,i20 Asta,Hyundai,2012,1374679,92563,Petrol
2047,Scorpio S10,Mahindra,2022,1889793,13383,Diesel
2048,E Class E220,Mercedes,2010,1447224,102652,Petrol
2049,CR-V 2.4,Honda,2013,1050611,28396,LPG
2050,Yaris J,Toyota,2017,1904220,64645,LPG
2051,GLA Class 200,Mercedes,2002,497043,78636,Diesel
2052,5 Series 520d,BMW,2000,300627,92258,LPG
2053,i20 Asta,Hyundai,2014,690687,1198,Diesel
2054,Ikon 1.3,Ford,2021,2231839,38412,LPG
2055,Vento 1.5,Volkswagen,2006,480812,112465,LPG
2057,Kicks XL,Nissan,2020,177481,74931,CNG
2058,5 Series 520d,BMW,2022,1994159,114539,Petrol
2059,Jetta 2.0,Volkswagen,2002,846058,127363,CNG
2060,S Class S350,Mercedes,2006,552091,86708,Diesel
2061,Sunny XV,Nissan,2008,824924,106720,CNG
2062,A4 2.0 TDI,Audi,2001,202358,29743,Diesel
2065,C Class C220,Mercedes,2014,1568527,102879,LPG
2066,Fiesta EXI,Ford,2000,688840,77488,CNG
2067,Spark 1.0,Chevrolet,2001,557939,120490,Diesel
2068,Ikon 1.3,Ford,2023,1363372,63561,LPG
2069,Nexon XZ,Tata,2012,270565,27989,LPG
2070,Sail 1.2,Chevrolet,2017,1855957,55210,LPG
2071,Rapid 1.6,Skoda,2005,880106,40922,Petrol
2072,Vento 1.5,Volkswagen,2007,131601,7900,CNG
2073,C Class C220,Mercedes,2011,1027523,17122,Diesel
2074,E Class E220,Mercedes,2018,1421857,40267,LPG
2075,Fortuner 3.0,Toyota,2006,139788,145628,LPG
2076,Spark 1.0,Chevrolet,2013,841279,46449,LPG
2077,Q7 3.0 TDI,Audi,2011,1460468,112445,LPG
2078,Figo Aspire,Ford,2009,782702,20308,CNG
2079,EcoSport Titanium,Ford,2020,1125442,16821,Diesel
2080,Terrano XL,Nissan,2009,923689,136925,LPG
2081,Thar CRDe,Mahindra,2006,1056398,13851,Petrol
2082,Spark 1.0,Chevrolet,2003,358277,9847,LPG
2083,S Class S350,Mercedes,2005,183021,68040,LPG
2084,C Class C220,Mercedes,2021,2095818,14581,LPG
2085,Suzuki Wagon R,Maruti,2006,267039,753,LPG
2086,Endeavour 3.2,Ford,2017,1664027,56622,LPG
2089,Spark 1.0,Chevrolet,2021,881369,32158,LPG
2090,3 Series 320d,BMW,2011,1339454,46765,LPG
2091,Spark 1.0,Chevrolet,2022,2013719,20975,CNG
2092,Amaze SX,Honda,2021,1294027,130420,LPG
2093,Innova 2.5 V,Toyota,2017,273624,90769,Diesel
2095,Santro Xing,Hyundai,2012,1500580,89164,Petrol
2096,i20 Asta,Hyundai,2020,847440,123820,CNG
2097,Ameo 1.5,Volkswagen,2009,726838,52800,Petrol
2098,Lodgy 85 PS,Renault,2007,1251928,107637,LPG
2099,City VX,Honda,2021,479937,70191,LPG
2100,S Class S350,Mercedes,2001,801572,122828,Petrol
2101,X5 xDrive,BMW,2002,645494,103500,Diesel
2102,Kwid RXT,Renault,2003,677489,140108,LPG
2103,Terrano XL,Nissan,2010,224874,108431,Diesel
2104,Fortuner 3.0,Toyota,2000,684722,103873,Diesel
2105,Figo Aspire,Ford,2021,1568756,12134,Petrol
2106,Verna 1.6,Hyundai,2012,986554,51490,Petrol
2107,Elantra,Hyundai,2023,1179477,125988,LPG
2108,Micra XL,Nissan,2006,989193,30299,CNG
2109,Endeavour 3.2,Ford,2010,256921,104082,Petrol
2110,Kwid RXT,Renault,2011,680064,12191,CNG
2111,Amaze SX,Honda,2023,1852479,31245,Petrol
2112,EcoSport Titanium,Ford,2006,661037,22285,Petrol
2113,EcoSport Titanium,Ford,2022,1227952,41601,LPG
2114,Amaze SX,Honda,2011,769183,10444,CNG
2115,Elantra,Hyundai,2016,1769334,31013,Diesel
2116,Vento 1.5,Volkswagen,2004,655722,27232,Diesel
2117,5 Series 520d,BMW,2013,1493050,89807,Petrol
2118,A4 2.0 TDI,Audi,2022,2225983,60618,Petrol
2119,Ameo 1.5,Volkswagen,2000,671280,98812,CNG
2120,3 Series 320d,BMW,2020,892882,131170,Diesel
2121,Yeti Plus,Skoda,2017,298523,27717,Petrol
2122,Santro Xing,Hyundai,2014,1063724,61566,LPG
2123,CR-V 2.4,Honda,2008,1027971,145739,Diesel
2124,Q3 2.0 TDI,Audi,2013,256049,144026,Diesel
2125,i20 Asta,Hyundai,2001,529714,21628,Diesel
2126,Jetta 2.0,Volkswagen,2000,286250,60032,LPG
2127,Jeep CL550,Mahindra,2001,385134,8307,Diesel
2128,Lodgy 85 PS,Renault,2021,1006252,85714,CNG
2129,Jeep CL550,Mahindra,2018,1249469,88946,LPG
2130,Terrano XL,Nissan,2011,1520632,125805,Petrol
2131,Civic 1.8V,Honda,2008,609307,49439,Diesel
2132,Ameo 1.5,Volkswagen,2010,162713,84691,Petrol
2133,Safari Dicor,Tata,2006,452398,53926,Diesel
2134,Vento 1.5,Volkswagen,2004,1027794,14428,Petrol
2135,Micra XL,Nissan,2013,969064,123261,CNG
2136,A4 2.0 TDI,Audi,2006,267920,100733,LPG
2137,A3 35 TFSI,Audi,2005,499759,94316,Petrol
2138,Civic 1.8V,Honda,2019,1826573,21061,LPG
2139,S Class S350,Mercedes,2015,1297407,141633,CNG
2140,5 Series 520d,BMW,2010,343619,68196,LPG
2141,Kwid RXT,Renault,2003,722448,34242,Diesel
2142,3 Series 320d,BMW,2004,544744,87041,CNG
2143,Etios Liva,Toyota,2002,569533,94881,CNG
2144,E Class E220,Mercedes,2016,1568531,131173,Diesel
2145,GLA Class 200,Mercedes,2015,848210,94355,Diesel
2146,i20 Asta,Hyundai,2018,1178324,81786,LPG
2147,GLA Class 200,Mercedes,2022,215731,46948,Diesel
2148,Harrier XZ,Tata,2017,1657666,99172,Diesel
2149,Q7 3.0 TDI,Audi,2016,233485,139079,Diesel
2150,Lodgy 85 PS,Renault,2002,673799,9989,Petrol
2151,Kicks XL,Nissan,2013,499910,41050,CNG
2152,Polo Highline,Volkswagen,2019,1291925,133880,Petrol
2153,Amaze SX,Honda,2022,1057843,80157,LPG
2154,S Class S350,Mercedes,2010,1462892,43315,Petrol
2155,Superb L&K,Skoda,2002,195173,108360,Petrol
2156,Creta 1.6,Hyundai,2023,780753,123729,Diesel
2157,X5 xDrive,BMW,2023,1033318,77501,LPG
2158,Rapid 1.6,Skoda,2019,96774,6341,LPG
2159,3 Series 320d,BMW,2012,1112670,29632,LPG
2160,CR-V 2.4,Honda,2009,154753,87400,LPG
2161,Creta 1.6,Hyundai,2018,1614426,1991,CNG
2162,Captur RXL,Renault,2016,299583,76277,CNG
2163,Bolero Power,Mahindra,2018,427095,71056,Diesel
2164,Terrano XL,Nissan,2004,385060,92151,CNG
2165,GLA Class 200,Mercedes,2007,97032,29242,Diesel
2166,EcoSport Titanium,Ford,2021,1281917,90192,Diesel
2167,Kwid RXT,Renault,2023,1065916,6744,Diesel
2168,Polo Highline,Volkswagen,2020,1576946,57991,Diesel
2170,Q7 3.0 TDI,Audi,2011,739888,100280,Petrol
2171,XUV500 W8,Mahindra,2013,614493,141445,Petrol
2172,Micra XL,Nissan,2012,1312968,75064,LPG
2173,Corolla Altis,Toyota,2012,655593,127373,Petrol
2174,Spark 1.0,Chevrolet,2019,669998,43600,CNG
2175,Micra XL,Nissan,2007,1108776,124685,LPG
2176,Micra XL,Nissan,2008,157577,6008,Petrol
2177,Etios Liva,Toyota,2012,1616691,99661,Petrol
2178,5 Series 520d,BMW,2012,622076,69335,Petrol
2179,City VX,Honda,2017,931573,131240,Diesel
2180,Fiesta EXI,Ford,2012,1277599,76839,Petrol
2181,Grand i10,Hyundai,2016,1144281,64098,CNG
2182,Cruze VCDi,Chevrolet,2005,728343,74319,Petrol
2183,X1 sDrive,BMW,2002,667172,104454,LPG
2184,Ameo 1.5,Volkswagen,2004,572686,33174,CNG
2185,Superb L&K,Skoda,2022,1801956,52483,Diesel
2186,A3 35 TFSI,Audi,2005,777070,46033,Diesel
2187,i20 Asta,Hyundai,2009,1275622,40654,Petrol
2188,Jetta 2.0,Volkswagen,2005,424662,91873,CNG
2189,Bolero Power,Mahindra,2016,819620,30961,Diesel
2190,3 Series 320d,BMW,2001,652344,33918,Petrol
2191,XUV500 W8,Mahindra,2018,836603,33763,Diesel
2192,Captur RXL,Renault,2000,118385,133943,Diesel
2193,Fabia 1.2L,Skoda,2005,550922,8635,Diesel
2194,Beat LS,Chevrolet,2000,689738,28507,LPG
2195,Jeep CL550,Mahindra,2007,944236,2576,LPG
2196,Sunny XV,Nissan,2003,125522,133864,CNG
2197,A3 35 TFSI,Audi,2020,1574859,66497,Diesel
2198,Amaze SX,Honda,2010,586090,119717,LPG
2199,City VX,Honda,2023,2387186,143586,CNG
2200,City VX,Honda,2016,1008067,83962,CNG
2201,Yaris J,Toyota,2006,1002900,38167,CNG
2202,Superb L&K,Skoda,2001,401753,41247,Petrol
2203,E Class E220,Mercedes,2007,719457,85867,LPG
2204,Jazz V,Honda,2014,390987,141196,CNG
2205,Ameo 1.5,Volkswagen,2021,1315058,44684,CNG
2206,City VX,Honda,2022,606393,96267,LPG
2207,Endeavour 3.2,Ford,2002,690652,129978,LPG
2208,KUV100,Mahindra,2013,303442,138830,Petrol
2209,Endeavour 3.2,Ford,2013,1135366,26958,CNG
2210,Suzuki Baleno,Maruti,2015,191151,104608,Petrol
2211,Tiago Revotorq,Tata,2014,159454,45106,LPG
2212,Terrano XL,Nissan,2002,702425,77489,CNG
2213,Cruze VCDi,Chevrolet,2005,183893,10702,Petrol
2214,Octavia Classic,Skoda,2023,2131340,25452,Diesel
2215,Nexon XZ,Tata,2009,196574,35685,Diesel
2216,Santro Xing,Hyundai,2006,816584,138497,LPG
2217,Suzuki Swift,Maruti,2004,899682,117487,Diesel
2218,Lodgy 85 PS,Renault,2017,1506159,109993,Diesel
2219,XUV500 W8,Mahindra,2012,793271,30465,CNG
2220,C Class C220,Mercedes,2021,2162479,13402,CNG
2221,Bolero Power,Mahindra,2019,1892394,14522,Petrol
2222,Nexon XZ,Tata,2008,1210821,60194,Petrol
2223,Jetta 2.0,Volkswagen,2005,954375,22133,LPG
2224,X1 sDrive,BMW,2007,1225681,80431,LPG
2225,3 Series 320d,BMW,2015,1612383,117661,LPG
2227,Rapid 1.6,Skoda,2007,446703,35185,Diesel
2228,Micra XL,Nissan,2011,564782,37852,CNG
2229,Fabia 1.2L,Skoda,2019,277871,71309,CNG
2230,Kicks XL,Nissan,2017,1113070,98417,CNG
2231,Suzuki Wagon R,Maruti,2022,1062256,50064,Petrol
2232,Sail 1.2,Chevrolet,2004,858933,148538,LPG
2233,Terrano XL,Nissan,2021,1017241,149991,LPG
2234,Fortuner 3.0,Toyota,2014,987733,46245,CNG
2235,A4 2.0 TDI,Audi,2017,1972684,4680,Petrol
2236,Ameo 1.5,Volkswagen,2022,1071564,92182,Petrol
2237,i20 Asta,Hyundai,2023,154270,66000,CNG
2238,5 Series 520d,BMW,2018,1583812,77494,Petrol
2239,S Class S350,Mercedes,2000,280299,19219,LPG
2240,3 Series 320d,BMW,2008,222280,23735,Diesel
2241,Micra XL,Nissan,2004,653824,137255,Diesel
2242,A4 2.0 TDI,Audi,2005,916288,111014,LPG
2243,Amaze SX,Honda,2018,1566770,35735,CNG
2244,Endeavour 3.2,Ford,2006,81438,120458,Petrol
2245,Etios Liva,Toyota,2014,686812,114260,Petrol
2246,Scorpio S10,Mahindra,2004,662242,125017,CNG
2248,Nano GenX,Tata,2019,2123536,17404,CNG
2249,Etios Liva,Toyota,2007,1071547,114977,LPG
2250,CR-V 2.4,Honda,2019,639086,37245,CNG
2251,Polo Highline,Volkswagen,2004,445451,146513,LPG
2252,Nano GenX,Tata,2002,216598,143856,LPG
2253,Bolero Power,Mahindra,2003,480246,149621,LPG
2254,Creta 1.6,Hyundai,2016,805590,122254,Petrol
2255,3 Series 320d,BMW,2000,686907,133620,CNG
2256,City VX,Honda,2012,1321636,41543,Diesel
2257,X5 xDrive,BMW,2021,1968969,68283,LPG
2258,KUV100,Mahindra,2016,1830881,39315,Petrol
2259,Ikon 1.3,Ford,2004,435127,79237,LPG
2261,A6 2.0 TDI,Audi,2021,92658,117990,LPG
2262,E Class E220,Mercedes,2023,738489,124019,CNG
2263,Spark 1.0,Chevrolet,2006,963892,35368,Petrol
2264,Suzuki Baleno,Maruti,2019,94932,71128,LPG
2265,Q3 2.0 TDI,Audi,2010,538592,7852,Diesel
2266,X5 xDrive,BMW,2006,744880,147513,LPG
2267,Terrano XL,Nissan,2015,1712427,146665,Petrol
2268,EcoSport Titanium,Ford,2003,583287,116369,LPG
2269,Thar CRDe,Mahindra,2020,222780,129459,Diesel
2270,Nano GenX,Tata,2022,271925,54769,Petrol
2271,C Class C220,Mercedes,2022,727444,22855,LPG
2272,Etios Liva,Toyota,2014,508879,89623,LPG
2273,Tiago Revotorq,Tata,2003,273543,35090,Diesel
2274,Micra XL,Nissan,2001,619016,73648,Petrol
2275,Micra XL,Nissan,2014,1425644,63673,CNG
2276,Tiago Revotorq,Tata,2020,1109270,20625,CNG
2277,X5 xDrive,BMW,2022,1794756,129313,LPG
2278,Jetta 2.0,Volkswagen,2014,690795,78291,Petrol
2279,Grand i10,Hyundai,2020,1108162,91893,CNG
2280,Beat LS,Chevrolet,2003,934095,48676,LPG
2281,Captur RXL,Renault,2010,297658,93558,Petrol
2282,C Class C220,Mercedes,2003,157268,120927,CNG
2283,KUV100,Mahindra,2010,1419426,54902,CNG
2284,Beat LS,Chevrolet,2004,492212,112131,Diesel
2285,Amaze SX,Honda,2007,624693,108285,CNG
2286,Q3 2.0 TDI,Audi,2021,1947053,95201,LPG
2287,Suzuki Ertiga,Maruti,2009,65678,68227,Petrol
2288,Yeti Plus,Skoda,2007,1059783,118585,LPG
2289,C Class C220,Mercedes,2009,61921,141719,LPG
2290,City VX,Honda,2021,1391871,123962,LPG
2291,Fortuner 3.0,Toyota,2002,605424,121406,CNG
2292,Q7 3.0 TDI,Audi,2021,1566041,113857,Diesel
2293,Ikon 1.3,Ford,2021,114591,79891,Petrol
2294,Suzuki Swift,Maruti,2013,926812,49446,Petrol
2295,Spark 1.0,Chevrolet,2007,1226102,76986,CNG
2296,Micra XL,Nissan,2008,1157266,115616,LPG
2297,KUV100,Mahindra,2020,891868,42585,Diesel
2298,GLA Class 200,Mercedes,2013,347529,145035,CNG
2299,KUV100,Mahindra,2010,273109,11285,Petrol
